og_playerid,comp_playerid,sim
aaronha01,rosepe01,406.0
aaronha01,mayswi01,312.0
aaronha01,yastrca01,274.0
aaronha01,cobbty01,244.0
aaronha01,bondsba01,83.0
aaronha01,musiast01,55.0
aaronha01,murraed02,-9.0
aaronha01,henderi01,-44.0
aaronha01,rodrial01,-44.0
aaronha01,staubru01,-60.0
aaronto01,beaucji01,963.0
aaronto01,tobinji01,958.0
aaronto01,nelsoro01,950.0
aaronto01,becquju01,949.0
aaronto01,carrch01,943.0
aaronto01,hardyca01,943.0
aaronto01,diazal01,937.0
aaronto01,kommibr01,936.0
aaronto01,nendi01,936.0
aaronto01,lisjo01,935.0
abbated01,doylede01,957.0
abbated01,coscape01,951.0
abbated01,egandi01,944.0
abbated01,whitebu01,931.0
abbated01,schaege01,926.0
abbated01,youngra01,926.0
abbated01,stanked01,921.0
abbated01,nelsoda01,920.0
abbated01,bassech01,915.0
abbated01,myersal01,913.0
abbeych01,olmolu01,960.0
abbeych01,sullima01,955.0
abbeych01,duffech01,951.0
abbeych01,wicklal01,942.0
abbeych01,vanroma01,940.0
abbeych01,martihe01,939.0
abbeych01,fieldjo01,938.0
abbeych01,felixgu01,937.0
abbeych01,fordle01,931.0
abbeych01,browefr01,930.0
abbotfr01,clarkar01,975.0
abbotfr01,whalibe01,975.0
abbotfr01,wilsobi01,974.0
abbotfr01,marshdo01,973.0
abbotfr01,daviscu01,970.0
abbotfr01,livinpa01,970.0
abbotfr01,ringofr01,967.0
abbotfr01,gunnito01,961.0
abbotfr01,kremera01,959.0
abbotfr01,harrije01,957.0
abbotje01,tannech01,983.0
abbotje01,clarkph02,974.0
abbotje01,mazzeme01,974.0
abbotje01,singtfr01,974.0
abbotje01,alusige01,973.0
abbotje01,buchabr01,970.0
abbotje01,doljafr01,969.0
abbotje01,bowmabo02,968.0
abbotje01,ervinph01,968.0
abbotje01,voigtja01,968.0
abbotku01,mercejo03,940.0
abbotku01,cintral01,936.0
abbotku01,millebr02,934.0
abbotku01,berroan01,923.0
abbotku01,cozarza01,919.0
abbotku01,klausbi01,919.0
abbotku01,hemusso01,918.0
abbotku01,avilemi01,915.0
abbotku01,dietrde01,915.0
abbotku01,crosbbo01,906.0
abernbr01,frielbi01,984.0
abernbr01,alperwh01,981.0
abernbr01,gautrdo01,973.0
abernbr01,strinlo01,973.0
abernbr01,arndtha01,972.0
abernbr01,finnne01,968.0
abernbr01,hubbske01,968.0
abernbr01,roberda10,966.0
abernbr01,breedma01,965.0
abernbr01,pickejo01,965.0
abnersh01,garcile02,980.0
abnersh01,keefeti01,973.0
abnersh01,housepa02,969.0
abnersh01,leachri01,968.0
abnersh01,clemedo01,966.0
abnersh01,hicksaa01,966.0
abnersh01,stewaji01,966.0
abnersh01,brownde02,965.0
abnersh01,usherbo01,965.0
abnersh01,grossro01,964.0
abramca01,dalledo01,960.0
abramca01,perezti01,952.0
abramca01,clarkbr02,950.0
abramca01,nichore01,948.0
abramca01,spilbry01,947.0
abramca01,seedsbo01,945.0
abramca01,chrisjo01,944.0
abramca01,mejiaro01,942.0
abramca01,freelry01,940.0
abramca01,grossga01,938.0
abreubo01,finlest01,836.0
abreubo01,hunteto01,790.0
abreubo01,clemero01,785.0
abreubo01,pinsova01,783.0
abreubo01,garvest01,771.0
abreubo01,oliveal01,767.0
abreubo01,damonjo01,765.0
abreubo01,gonzalu01,765.0
abreubo01,vernomi01,756.0
abreubo01,willibi01,755.0
abreujo02,bonurze01,895.0
abreujo02,hurstdo01,876.0
abreujo02,hamiljo03,870.0
abreujo02,colliri02,857.0
abreujo02,bettsmo01,844.0
abreujo02,yelicch01,828.0
abreujo02,jahajo01,825.0
abreujo02,fullmbr01,819.0
abreujo02,ozunama01,819.0
abreujo02,selkige01,817.0
abreuto01,gotayru01,985.0
abreuto01,velezeu01,974.0
abreuto01,lucadjo01,972.0
abreuto01,matsuka01,972.0
abreuto01,batesja01,970.0
abreuto01,blattbu01,970.0
abreuto01,torrero01,968.0
abreuto01,katama01,967.0
abreuto01,stankan01,967.0
abreuto01,menecfr01,966.0
abstebi01,rogerji01,977.0
abstebi01,griffiv01,975.0
abstebi01,mccaual01,975.0
abstebi01,roccomi01,974.0
abstebi01,mahanar01,973.0
abstebi01,huhnem01,969.0
abstebi01,learyjo01,969.0
abstebi01,sturmjo01,962.0
abstebi01,briefbu01,960.0
abstebi01,careysc01,960.0
ackledu01,profaju01,966.0
ackledu01,kampoal01,962.0
ackledu01,jimenda01,957.0
ackledu01,reesepo01,952.0
ackledu01,sanchca01,940.0
ackledu01,gatesbr01,934.0
ackledu01,martist01,933.0
ackledu01,panikjo01,929.0
ackledu01,cedenan01,928.0
ackledu01,kellypa03,928.0
acunaro01,sotoju01,960.0
acunaro01,bellico01,945.0
acunaro01,deverra01,910.0
acunaro01,baldero01,891.0
acunaro01,kokosdi01,891.0
acunaro01,rossch01,861.0
acunaro01,beninan01,860.0
acunaro01,conigbi01,858.0
acunaro01,bregmal01,855.0
acunaro01,fostepo01,853.0
adairje01,greendi01,937.0
adairje01,hayesja02,926.0
adairje01,michaca01,913.0
adairje01,gustifr01,905.0
adairje01,ryanco01,904.0
adairje01,davenji01,889.0
adairje01,backmwa01,885.0
adairje01,coraal01,884.0
adairje01,spierbi01,883.0
adairje01,miksied01,878.0
adamewi01,dejonpa01,962.0
adamewi01,rutlejo01,957.0
adamewi01,kingesc01,944.0
adamewi01,mondera02,933.0
adamewi01,adamsru01,932.0
adamewi01,greenkh01,925.0
adamewi01,wriglze01,923.0
adamewi01,storytr01,922.0
adamewi01,mcmahry01,921.0
adamewi01,quinore01,919.0
adamsba01,hernali01,974.0
adamsba01,pizarju01,960.0
adamsba01,pascuca02,952.0
adamsba01,nuxhajo01,951.0
adamsba01,hershor01,947.0
adamsba01,wiseri01,947.0
adamsba01,fitzsfr01,946.0
adamsba01,grantmu01,923.0
adamsba01,newhoha01,922.0
adamsba01,princto01,922.0
adamsbe01,blairwa01,989.0
adamsbe01,davisbo02,981.0
adamsbe01,aukerel01,973.0
adamsbe01,breweto01,971.0
adamsbe01,pujollu01,970.0
adamsbe01,sothoal01,969.0
adamsbe01,fernasi01,968.0
adamsbe01,bartobo01,963.0
adamsbe01,richapa01,963.0
adamsbe01,faheybi01,962.0
adamsbo03,fribebe01,944.0
adamsbo03,lowrepe01,916.0
adamsbo03,loberha01,901.0
adamsbo03,thompmi02,901.0
adamsbo03,goodwto01,898.0
adamsbo03,busbyji01,891.0
adamsbo03,alicelu01,889.0
adamsbo03,highan01,889.0
adamsbo03,johnsji01,887.0
adamsbo03,blumge01,883.0
adamsbu01,felixju01,973.0
adamsbu01,craftha01,957.0
adamsbu01,singlch01,956.0
adamsbu01,woodsal01,956.0
adamsbu01,ripplji01,946.0
adamsbu01,baldero01,945.0
adamsbu01,santada01,944.0
adamsbu01,arnovmo01,943.0
adamsbu01,clarkje01,943.0
adamsbu01,lewisfr02,942.0
adamsgl01,mccarjo03,950.0
adamsgl01,torrefr01,934.0
adamsgl01,francma01,926.0
adamsgl01,gainede01,925.0
adamsgl01,moraljo01,924.0
adamsgl01,putnapa01,918.0
adamsgl01,jordari02,917.0
adamsgl01,clancbu01,914.0
adamsgl01,simonra01,913.0
adamsgl01,saenzol01,911.0
adamsma01,gernedi01,950.0
adamsma01,whitffr01,950.0
adamsma01,walkegr01,941.0
adamsma01,brognri01,922.0
adamsma01,stevele01,922.0
adamsma01,johnsni01,921.0
adamsma01,fickro01,920.0
adamsma01,monrocr01,914.0
adamsma01,rodrihe02,913.0
adamsma01,roberbo01,910.0
adamsru01,urbanbi01,963.0
adamsru01,gonzaer01,962.0
adamsru01,schubhe01,958.0
adamsru01,milleor01,953.0
adamsru01,croucfr01,947.0
adamsru01,lamotbo01,947.0
adamsru01,blattbu01,946.0
adamsru01,cavenik01,946.0
adamsru01,mondera02,944.0
adamsru01,rignebi01,943.0
adamssp01,templjo01,950.0
adamssp01,millafe01,916.0
adamssp01,cashda01,899.0
adamssp01,huntro01,890.0
adamssp01,critzhu01,884.0
adamssp01,cutshge01,868.0
adamssp01,bierblo01,864.0
adamssp01,fuentti01,864.0
adamssp01,wambsbi01,863.0
adamssp01,herrto01,860.0
adcocjo01,sievero01,881.0
adcocjo01,martiti02,870.0
adcocjo01,lynnfr01,866.0
adcocjo01,powelbo01,860.0
adcocjo01,galaran01,848.0
adcocjo01,smithre06,833.0
adcocjo01,cashno01,819.0
adcocjo01,murcebo01,813.0
adcocjo01,ibanera01,810.0
adcocjo01,mcraeha01,808.0
addisbo01,galatmi01,982.0
addisbo01,cookdo01,979.0
addisbo01,whitmdi01,979.0
addisbo01,callama01,977.0
addisbo01,gilleca01,975.0
addisbo01,clinemo01,974.0
addisbo01,felixgu01,973.0
addisbo01,matthwi02,970.0
addisbo01,gionfal01,967.0
addisbo01,manseto01,967.0
addybo01,bechtge01,963.0
addybo01,hatfijo01,962.0
addybo01,peterri01,960.0
addybo01,clymeot01,958.0
addybo01,foleycu01,957.0
addybo01,mcmuljo01,956.0
addybo01,davisle01,955.0
addybo01,odwelfr01,953.0
addybo01,treacfr01,952.0
addybo01,richmle01,951.0
adriaeh01,grammal01,960.0
adriaeh01,bogarti01,959.0
adriaeh01,linzph01,950.0
adriaeh01,johnser01,949.0
adriaeh01,brunter01,944.0
adriaeh01,brownto02,941.0
adriaeh01,dillast01,940.0
adriaeh01,wagnema01,939.0
adriaeh01,gotayju01,938.0
adriaeh01,hamlike01,938.0
agbaybe01,riosar01,973.0
agbaybe01,naquity01,971.0
agbaybe01,nimmobr01,970.0
agbaybe01,duncach01,967.0
agbaybe01,lenhado01,966.0
agbaybe01,conigbi01,961.0
agbaybe01,murtoma01,961.0
agbaybe01,goodwbr01,955.0
agbaybe01,martijo08,955.0
agbaybe01,brownbr01,954.0
ageeto01,patteco01,966.0
ageeto01,hendeda01,935.0
ageeto01,gomezca01,922.0
ageeto01,cordewi01,918.0
ageeto01,youngch04,912.0
ageeto01,reddijo01,906.0
ageeto01,tolanbo01,906.0
ageeto01,hayesvo01,905.0
ageeto01,brownol02,903.0
ageeto01,hallme01,901.0
agganha01,gouldch01,969.0
agganha01,vicoge01,969.0
agganha01,bowkejo01,966.0
agganha01,mcguiry01,966.0
agganha01,sconida01,962.0
agganha01,careysc01,960.0
agganha01,smithpa03,959.0
agganha01,abstebi01,957.0
agganha01,johnsda06,950.0
agganha01,millsev01,949.0
aglerjo01,griffiv01,969.0
aglerjo01,lindsch01,965.0
aglerjo01,abstebi01,964.0
aglerjo01,glynnbi01,961.0
aglerjo01,mccaual01,955.0
aglerjo01,stevech01,954.0
aglerjo01,dunleja01,952.0
aglerjo01,huhnem01,952.0
aglerjo01,mullech01,952.0
aglerjo01,careysc01,950.0
agnewsa01,streega01,976.0
agnewsa01,buelofr01,971.0
agnewsa01,needhto01,962.0
agnewsa01,humphte01,953.0
agnewsa01,kleinre01,947.0
agnewsa01,kahoemi01,936.0
agnewsa01,bridgto01,934.0
agnewsa01,jacklfr01,934.0
agnewsa01,eganto01,930.0
agnewsa01,blairwa01,929.0
aguaylu01,scutama01,952.0
aguaylu01,woodwch01,936.0
aguaylu01,phillmi01,922.0
aguaylu01,spencda01,920.0
aguaylu01,lopezlu02,919.0
aguaylu01,newsosk01,918.0
aguaylu01,lakeed01,914.0
aguaylu01,blankla01,910.0
aguaylu01,picciro01,907.0
aguaylu01,alexama02,906.0
aguilje01,millira01,963.0
aguilje01,jonesga02,960.0
aguilje01,brousbe01,957.0
aguilje01,phelpjo01,954.0
aguilje01,bourju01,947.0
aguilje01,youngba01,947.0
aguilje01,jacobmi02,937.0
aguilje01,daubabr01,934.0
aguilje01,blombro01,928.0
aguilje01,lecroma01,927.0
ahmedni01,cedenan01,948.0
ahmedni01,myersbi01,936.0
ahmedni01,abbotku01,934.0
ahmedni01,owingch01,933.0
ahmedni01,spencda01,933.0
ahmedni01,buddido01,930.0
ahmedni01,cozarza01,927.0
ahmedni01,mercejo03,926.0
ahmedni01,sanchca01,918.0
ahmedni01,millebr02,908.0
aikenwi01,esaskni01,944.0
aikenwi01,adamsma01,938.0
aikenwi01,johnsni01,932.0
aikenwi01,whitffr01,930.0
aikenwi01,gernedi01,923.0
aikenwi01,olivebo01,916.0
aikenwi01,colemgo01,913.0
aikenwi01,ettenni01,912.0
aikenwi01,laabsch01,910.0
aikenwi01,gibboja01,909.0
aingeda01,mcclebi01,968.0
aingeda01,sickied01,966.0
aingeda01,champmi01,965.0
aingeda01,brohaja01,963.0
aingeda01,robinra01,963.0
aingeda01,crespcr01,954.0
aingeda01,farreja03,950.0
aingeda01,florewi01,950.0
aingeda01,morgara01,945.0
aingeda01,mauchge01,944.0
ainsmed01,kittrma01,921.0
ainsmed01,reedje02,908.0
ainsmed01,dooinre01,898.0
ainsmed01,picinva01,896.0
ainsmed01,maynebr01,889.0
ainsmed01,ricede01,889.0
ainsmed01,heathmi02,854.0
ainsmed01,almonbi01,848.0
ainsmed01,mancugu01,848.0
ainsmed01,mathemi01,847.0
alberha01,torrero01,972.0
alberha01,barfijo02,968.0
alberha01,reganbi01,968.0
alberha01,bushho01,967.0
alberha01,rowelba01,967.0
alberha01,lunahe01,964.0
alberha01,muellhe02,963.0
alberha01,gosseph01,962.0
alberha01,gotayru01,957.0
alberha01,lucadjo01,957.0
albieoz01,correca01,909.0
albieoz01,seageco01,898.0
albieoz01,deverra01,895.0
albieoz01,lazzeto01,888.0
albieoz01,willidi01,884.0
albieoz01,torregl01,877.0
albieoz01,lindofr01,862.0
albieoz01,gordojo01,860.0
albieoz01,berarjo01,856.0
albieoz01,cantujo01,851.0
aldremi01,cottohe01,948.0
aldremi01,spangal01,939.0
aldremi01,keougma01,938.0
aldremi01,officro01,936.0
aldremi01,wallsle01,934.0
aldremi01,howarth01,927.0
aldremi01,dobbsgr01,926.0
aldremi01,braggda01,925.0
aldremi01,callani01,925.0
aldremi01,thomage01,924.0
aldrivi01,burnsed01,989.0
aldrivi01,pearsmo01,989.0
aldrivi01,dalyto02,975.0
aldrivi01,grassmi01,973.0
aldrivi01,suareke01,972.0
aldrivi01,earnsge01,971.0
aldrivi01,chavera01,964.0
aldrivi01,landgr01,963.0
aldrivi01,steined01,963.0
aldrivi01,tesreje01,962.0
alexada01,fredejo01,898.0
alexada01,abreujo02,877.0
alexada01,hausejo01,871.0
alexada01,bonurze01,867.0
alexada01,colliri02,861.0
alexada01,judniwa01,852.0
alexada01,daubabr01,844.0
alexada01,durazer01,839.0
alexada01,everibi01,835.0
alexada01,cespeyo01,834.0
alexaga01,tillmbo01,961.0
alexaga01,widgech01,955.0
alexaga01,mesorde01,954.0
alexaga01,darnatr01,950.0
alexaga01,mccanja02,944.0
alexaga01,olivege01,935.0
alexaga01,gomesya01,931.0
alexaga01,salasma01,931.0
alexaga01,davisbe01,930.0
alexaga01,wilkiri01,922.0
alexama02,picciro01,973.0
alexama02,garciki01,967.0
alexama02,bogarti01,962.0
alexama02,friaspe01,959.0
alexama02,auerbri01,945.0
alexama02,rominan01,943.0
alexama02,martite01,941.0
alexama02,valenbo02,940.0
alexama02,lillibo01,939.0
alexama02,sakatle01,939.0
alexape01,lyonste01,957.0
alexape01,jonessa01,868.0
alexape01,halldi01,865.0
alexape01,cangejo01,860.0
alexape01,quinnja01,844.0
alexape01,bevacku01,839.0
alexape01,waltebu01,839.0
alexape01,mathech01,834.0
alexape01,winebo01,783.0
alexape01,harriwi01,777.0
alfarjo01,narvaom01,973.0
alfarjo01,orsinjo01,972.0
alfarjo01,schmibo02,965.0
alfarjo01,engleda01,958.0
alfarjo01,taylosa02,957.0
alfarjo01,willaje01,947.0
alfarjo01,petribe01,944.0
alfarjo01,floreje02,942.0
alfarjo01,nahorbi01,941.0
alfarjo01,tillmbo01,941.0
alfoned01,keltnke01,926.0
alfoned01,caminke01,898.0
alfoned01,vanslan01,890.0
alfoned01,furilca01,888.0
alfoned01,stewash01,880.0
alfoned01,pendlte01,875.0
alfoned01,francje02,869.0
alfoned01,campbbr01,863.0
alfoned01,higgipi01,858.0
alfoned01,choosh01,857.0
alfonel01,swihabl01,979.0
alfonel01,caratvi01,977.0
alfonel01,kravida01,976.0
alfonel01,rivermi02,975.0
alfonel01,philled01,974.0
alfonel01,cotahu01,971.0
alfonel01,darlide01,967.0
alfonel01,pignajo01,963.0
alfonel01,ranewme01,963.0
alfonel01,kellyca02,961.0
alicelu01,oestero01,912.0
alicelu01,sizemte01,895.0
alicelu01,lumpeje01,892.0
alicelu01,doranbi02,890.0
alicelu01,blasido01,885.0
alicelu01,hubbagl01,879.0
alicelu01,adamsbo03,875.0
alicelu01,richabo01,875.0
alicelu01,womacto01,873.0
alicelu01,huntro01,872.0
allanan01,powerdo01,972.0
allanan01,borgmgl01,967.0
allanan01,tholejo01,967.0
allanan01,livinmi01,965.0
allanan01,healyfr02,956.0
allanan01,bengobe01,953.0
allanan01,faheybi01,953.0
allanan01,lakest01,952.0
allanan01,kearnbo01,951.0
allanan01,spenctu01,951.0
allenbe01,alicelu01,922.0
allenbe01,rodrise01,904.0
allenbe01,ryanco01,903.0
allenbe01,sistisi01,902.0
allenbe01,suthega01,896.0
allenbe01,brownla01,894.0
allenbe01,zimmedo01,894.0
allenbe01,oquenjo01,883.0
allenbe01,anderma02,880.0
allenbe01,miksied01,880.0
allenbo01,buddido01,943.0
allenbo01,stallvi01,937.0
allenbo01,downeto01,936.0
allenbo01,tavenja01,927.0
allenbo01,hulswru01,925.0
allenbo01,terryze01,924.0
allenbo01,rhyneha01,923.0
allenbo01,bragabo01,922.0
allenbo01,cedenan01,920.0
allenbo01,merulle01,918.0
allench01,santafp01,988.0
allench01,riverbo01,979.0
allench01,brouhma01,976.0
allench01,crabtes01,976.0
allench01,kirbywa01,976.0
allench01,peckha01,976.0
allench01,molinbo01,974.0
allench01,mateoru01,973.0
allench01,youngde04,971.0
allench01,tannech01,970.0
allendi01,giambja01,889.0
allendi01,edmonji01,876.0
allendi01,leede02,853.0
allendi01,gonzaad01,834.0
allendi01,colavro01,828.0
allendi01,martiti02,827.0
allendi01,bondsbo01,824.0
allendi01,howarfr01,820.0
allendi01,heltoto01,817.0
allendi01,encared01,813.0
allenet01,hoppjo01,947.0
allenet01,stengca01,928.0
allenet01,seymocy01,919.0
allenet01,parrage01,913.0
allenet01,johnsal01,904.0
allenet01,dejesda01,903.0
allenet01,foxpe01,898.0
allenet01,gonzato01,895.0
allenet01,moorejo02,892.0
allenet01,kellyro01,889.0
allenga01,bandoch01,972.0
allenga01,leonsa01,969.0
allenga01,rominau01,966.0
allenga01,moellch01,964.0
allenga01,narroje01,960.0
allenga01,congeha01,955.0
allenga01,johnsma02,953.0
allenga01,haneyla01,950.0
allenga01,nicosst01,950.0
allenga01,thomair01,950.0
allengr01,mcdonja02,988.0
allengr01,sofieri01,981.0
allengr01,barnebr02,980.0
allengr01,leewa01,980.0
allengr01,demmira01,979.0
allengr01,welajjo01,977.0
allengr01,cathete01,976.0
allengr01,gardngi01,976.0
allengr01,kempto01,975.0
allengr01,patteer01,974.0
allenha02,diazal01,981.0
allenha02,valdesa01,975.0
allenha02,faireji01,972.0
allenha02,morrijo07,972.0
allenha02,howarwi01,970.0
allenha02,lushjo01,968.0
allenha02,clarkbo04,967.0
allenha02,bourgja01,965.0
allenha02,esperdu01,963.0
allenha02,daybo01,962.0
allenje01,sandebe01,969.0
allenje01,tasbywi01,969.0
allenje01,tebeage01,967.0
allenje01,coggiri01,966.0
allenje01,merrill01,966.0
allenje01,davisdi02,964.0
allenje01,reesera01,964.0
allenje01,culbele01,963.0
allenje01,sharpbi01,963.0
allenje01,paredji01,961.0
allenjo02,sanfoja02,973.0
allenjo02,vaughhi01,973.0
allenjo02,fernasi01,971.0
allenjo02,mahleri01,967.0
allenjo02,laryfr01,965.0
allenjo02,kershcl01,963.0
allenjo02,pennybr01,962.0
allenjo02,thomato02,962.0
allenjo02,laniema01,961.0
allenjo02,ruthvdi01,959.0
allenmy01,huelsfr01,986.0
allenmy01,darrmi02,977.0
allenmy01,gettito01,977.0
allenmy01,lopezca01,976.0
allenmy01,reyesvi01,976.0
allenmy01,martima02,975.0
allenmy01,northhu01,974.0
allenmy01,burcher01,971.0
allenmy01,slateau01,971.0
allenmy01,simonha01,969.0
allenni01,carisfr01,992.0
allenni01,dillhpi01,982.0
allenni01,aldrivi01,980.0
allenni01,piattwi01,979.0
allenni01,grassmi01,977.0
allenni01,didiebo01,976.0
allenni01,blissja01,974.0
allenni01,livinpa01,973.0
allenni01,blockbr01,969.0
allenni01,giulito01,967.0
alleyge01,disarga01,943.0
alleyge01,ryanco01,926.0
alleyge01,gutieri01,924.0
alleyge01,carrach01,922.0
alleyge01,spierbi01,912.0
alleyge01,elberki01,908.0
alleyge01,hummejo01,905.0
alleyge01,lavando01,905.0
alleyge01,barryja01,899.0
alleyge01,adairje01,894.0
allisar01,osborfr02,982.0
allisar01,gedneco01,980.0
allisar01,collizi01,977.0
allisar01,dunleja01,974.0
allisar01,welajjo01,972.0
allisar01,cathete01,966.0
allisar01,coulsbo01,966.0
allisar01,mcbridi01,966.0
allisar01,geierph01,965.0
allisar01,oterori01,965.0
allisbo01,armasto01,935.0
allisbo01,tartada01,902.0
allisbo01,buhneja01,901.0
allisbo01,dobyla01,899.0
allisbo01,evereca01,894.0
allisbo01,burrepa01,891.0
allisbo01,werthja01,883.0
allisbo01,mondera01,873.0
allisbo01,palmede01,858.0
allisbo01,glaustr01,857.0
allisdo01,merribi01,976.0
allisdo01,hargrch01,958.0
allisdo01,hevinjo01,957.0
allisdo01,paddeto01,957.0
allisdo01,wilsopa01,948.0
allisdo01,bertedi01,943.0
allisdo01,deaslpa01,940.0
allisdo01,williri01,938.0
allisdo01,clemove01,937.0
allisdo01,schmibo01,937.0
almadme01,jacksau01,939.0
almadme01,murphed02,937.0
almadme01,mageele01,931.0
almadme01,colemjo01,927.0
almadme01,johnsdi01,923.0
almadme01,greenda01,920.0
almadme01,jamesdi01,915.0
almadme01,sweenry01,914.0
almadme01,batesjo02,912.0
almadme01,davalvi01,912.0
almonab01,kingle02,972.0
almonab01,burkech01,970.0
almonab01,tarasto01,970.0
almonab01,piefe01,968.0
almonab01,clarkbo04,965.0
almonab01,mageewe01,964.0
almonab01,dusaker01,962.0
almonab01,riceha02,962.0
almonab01,manguan01,960.0
almonab01,preslal01,960.0
almonbi01,coraal01,938.0
almonbi01,paganjo01,909.0
almonbi01,theveto01,896.0
almonbi01,counscr01,895.0
almonbi01,schofdi02,878.0
almonbi01,perkicy01,866.0
almonbi01,izturce01,859.0
almonbi01,weisswa01,854.0
almonbi01,sanchre01,853.0
almonbi01,reedje02,852.0
almoral01,greenda03,977.0
almoral01,millela02,974.0
almoral01,coghlch01,967.0
almoral01,brilegr01,962.0
almoral01,munozpe01,958.0
almoral01,matoslu01,957.0
almoral01,holmeto01,954.0
almoral01,seedsbo01,954.0
almoral01,tabatjo01,954.0
almoral01,margoma01,952.0
alomaro01,whitalo01,820.0
alomaro01,biggicr01,804.0
alomaro01,davisge01,761.0
alomaro01,trammal01,741.0
alomaro01,pinsova01,739.0
alomaro01,daviswi02,712.0
alomaro01,hornsro01,704.0
alomaro01,clemero01,703.0
alomaro01,jeterde01,703.0
alomaro01,foxne01,697.0
alomasa01,harrebu01,875.0
alomasa01,thomade01,839.0
alomasa01,roystje01,833.0
alomasa01,quinnjo02,831.0
alomasa01,durocle01,827.0
alomasa01,gantnji01,818.0
alomasa01,dejesiv01,817.0
alomasa01,scottev01,815.0
alomasa01,trillma01,812.0
alomasa01,easleda01,806.0
alomasa02,wilsoji01,894.0
alomasa02,ruelmu01,851.0
alomasa02,oneilst01,846.0
alomasa02,heganji01,823.0
alomasa02,freehbi01,794.0
alomasa02,gagnegr01,788.0
alomasa02,crandde01,783.0
alomasa02,farredu01,776.0
alomasa02,burgesm01,770.0
alomasa02,coopewa01,763.0
alonspe01,tellero01,922.0
alonspe01,josepto01,921.0
alonspe01,ohtansh01,910.0
alonspe01,smithdo02,903.0
alonspe01,jimenel02,900.0
alonspe01,reyesfr01,892.0
alonspe01,jacobmi02,887.0
alonspe01,bonurze01,884.0
alonspe01,sheltch01,883.0
alonspe01,meadoau01,880.0
alonsyo01,breamsi01,942.0
alonsyo01,spiezsc01,938.0
alonsyo01,dahlgba01,922.0
alonsyo01,leetr01,914.0
alonsyo01,reichri01,914.0
alonsyo01,ellisjo01,909.0
alonsyo01,parkewe01,907.0
alonsyo01,mientdo01,899.0
alonsyo01,morrilo01,899.0
alonsyo01,robined01,899.0
aloufe01,griffke01,908.0
aloufe01,chambch01,868.0
aloufe01,davisto02,863.0
aloufe01,mcgeewi01,862.0
aloufe01,cedence01,857.0
aloufe01,otisam01,849.0
aloufe01,hernake01,843.0
aloufe01,cardejo02,842.0
aloufe01,ibanera01,840.0
aloufe01,hendrge01,826.0
alouje01,orsuljo01,932.0
alouje01,heathcl01,897.0
alouje01,braunst01,895.0
alouje01,kellypa01,889.0
alouje01,smithja03,885.0
alouje01,motama01,875.0
alouje01,lacyle01,869.0
alouje01,mazzile01,868.0
alouje01,milleri01,865.0
alouje01,paskedo01,865.0
alouma01,strunam01,857.0
alouma01,lockmwh01,850.0
alouma01,runnepe01,850.0
alouma01,piersji01,835.0
alouma01,floodcu01,831.0
alouma01,jamiech01,830.0
alouma01,mannle01,830.0
alouma01,maddoga01,825.0
alouma01,mumphje01,824.0
alouma01,westsa01,821.0
aloumo01,lynnfr01,884.0
aloumo01,smithre06,874.0
aloumo01,willibe02,865.0
aloumo01,riceji01,851.0
aloumo01,walkela01,844.0
aloumo01,edmonji01,830.0
aloumo01,martiti02,830.0
aloumo01,oneilpa01,815.0
aloumo01,bonilbo01,814.0
aloumo01,santoro01,812.0
alperwh01,bergebo01,955.0
alperwh01,obrieto01,951.0
alperwh01,breedma01,949.0
alperwh01,muellhe02,947.0
alperwh01,kavanma01,946.0
alperwh01,troyda01,942.0
alperwh01,bonilju01,937.0
alperwh01,gonzape01,937.0
alperwh01,betzebr01,935.0
alperwh01,donaljo01,935.0
altheaa01,woodke01,964.0
altheaa01,bowensa01,962.0
altheaa01,jonesja07,952.0
altheaa01,colucbo01,947.0
altheaa01,brownby01,946.0
altheaa01,motleda01,944.0
altheaa01,rossch01,943.0
altheaa01,waltoda01,943.0
altheaa01,kieltbo01,942.0
altheaa01,mathene01,941.0
altizda01,listapa01,979.0
altizda01,ballne01,956.0
altizda01,butlear01,953.0
altizda01,cooneji02,953.0
altizda01,richmjo01,951.0
altizda01,berryne01,948.0
altizda01,valdewi01,946.0
altizda01,coledi01,945.0
altizda01,penaro01,945.0
altizda01,hamlike01,944.0
altmage01,repulri01,957.0
altmage01,caldeiv01,943.0
altmage01,lindejo01,939.0
altmage01,valenel01,939.0
altmage01,grievbe01,937.0
altmage01,jamesch02,935.0
altmage01,martica01,929.0
altmage01,robinfl01,929.0
altmage01,pasquda01,925.0
altmage01,laabsch01,923.0
altroni01,leifile01,951.0
altroni01,oswalro01,934.0
altroni01,rookeji01,934.0
altroni01,pfeffje01,930.0
altroni01,kolpra01,928.0
altroni01,whitewi01,928.0
altroni01,phillde01,924.0
altroni01,blassst01,922.0
altroni01,leevesa01,922.0
altroni01,dinnebi01,919.0
altuvjo01,grantge01,864.0
altuvjo01,pedrodu01,860.0
altuvjo01,knoblch01,854.0
altuvjo01,kinslia01,838.0
altuvjo01,hillaa01,825.0
altuvjo01,furcara01,815.0
altuvjo01,lazzeto01,811.0
altuvjo01,alfoned01,810.0
altuvjo01,durhara01,804.0
altuvjo01,puckeki01,800.0
alusige01,vanslsc01,979.0
alusige01,abbotje01,973.0
alusige01,youngde04,971.0
alusige01,brownmi02,970.0
alusige01,pridecu01,969.0
